No.,Social_acceptance,Comment
277,No,খানকির পোলা জোরে দিতে পারেনা তাই চারি দিচো না কি
278,No,ছাগল নাজিম জয় তোকে দেখে না।অতিথিদের দেখি ।তোর মতো ছাগল একটা ও নাই বাংলাদেশে
279,No,2 বাল পাকনা একসাথে
280,No,জয় ভাই ঠিক বলছে তেদর মার্কা শালা তোহিদ ছাগল একটা ওকে ছাগলের মতো লাগে অামাট
281,No,শাহরিয়ার ভাই ওই ভক্সদকে ভরে দেন। আমি খুব আনদিত তাওহীদ আফ্রিদিকে ভরতে দেইখা
282,No,জয় আসলে বেয়াদব
283,No,গ্যাজের লিমিট ক্রস হয়ে গেছে তৌহিদ আফ্রিদির মত ফালতু আর কেউ হয় না।
284,No,মদ দিয়ে আপ্পায়ন
285,No,ছাগি
286,No,পতিতা হেলেন জাহাঙ্গীর আসছে পতিতা পরিমনীর ব‍্যাপারে কথা বলতে খুবই দুঃখজনক। জয় লুচ্চা।
287,No,"হেলেনা, বুদ্ধি প্রতিবন্ধী। এক জন বুদ্ধি প্রতিবন্ধীর সাথে তুশার ভাইকে মানায় না।"
288,No,"হেলেনা ুএকজন ছাগী, নাসির এর বেড পার্টনার।"
289,No,হিজরাই তোর কপালে আছে
290,Yes,আলহামদুলিল্লাহ
291,No,যত্নের বাল এরকমই হয় যত্নের বাল মানুষ ছিরে অযত্নের বাল নিজের
292,No,আমাগো মতো গরিবের সানি লিওন
294,No,সেক্সী ফিগার
295,No,বাংলার সানি লিওন
296,No,দূর মাদারি
297,Yes,খুব সুন্দর লাগছে
298,Yes,অসম্ভব সুন্দর
299,Yes,অনেক ইচ্ছা ছিল
300,Yes,পরিবেশ নিয়ে ব্লগ করেন । আপনার মাধ্যমে একটু হলেও যদি সচেতন হতে পারি। যেমণ পানির অপচয় কমাতে ভৃগভ্ পানি কম ব্যবহার করে পুকুরের পানি ব্যবহার করা। আশাকরি আমার কমেন্ট পরবেন।
301,No,খাংকি মাগি
303,No,প্রচুর গরম পড়ছে।এই গরমে শরিলে কাপড় রাখার দরকার নাই ।
304,No,"বেশ্সা মাগি,,,...."
305,No,"দেখতে, সানি,লিওনের, মতো,লাগছে।"
306,No,চলচ্চিত্রের পরী মনীর মত এই টা হল আর একটা নরতুকি
307,No,লুচ্ছামি চুদাও। ধর্ষন হলে সরকারের দোষ।
308,No,বাংলাদেশের নতুন পতিতার আগমন
309,No,সাদা কাপড়টা একটু খুলো বেবি
310,No,সেক্সি ছবি
311,No,দেহ ব্যাবসায়ী
312,No,ধুদ গোল অনেক বড়ো
313,No,মাগি
314,No,মাশাআল্লাহ
315,No,তোকে দেখে আমার খাড়ায় জাচ্ছে
316,No,কিউটের ডিব্বা
317,Yes,অনেক ভালো
318,Yes,তোমার ড্রেসটা খুব সুন্দর
319,No,শালি
320,No,হায়রে মাল
321,No,দেত চুদমারানি
322,No,মাঘির বাচ্চা খাংকির বেটি তোকে চুদি
323,No,পুটকি দেখাস?
324,No,১২ ভাতারি
325,No,ব (আঁকার ) ল
326,No,ধুর শালি
327,No,নাউজুবিল্লাহ। পুটকি টা ঠিক আছে।
328,No,টাকায় বাড়ে সুধ আর ভালোবাসাই বাড়ে দু*ধ.!-
329,No,মিন্নি পরিমনি ভাবনা সব এক গোয়ালের গরু 99% ধর্ষনের জন‍্য এরা দায়ি
